OxySoft export of:	C:\Users\User\Desktop\Thesis\oxysoft_data\trial4
Export date:	2024/08/23 11:16:16
Start of measurement:	2024-08-23 11:06:15.926

Datafile sample rate:	50.00	Hz
Datafile duration:	574.700	s
Datafile total number of samples:	28735

Description:	

Optode-template:	OctaMon 2x4 channel
Optode distance (mm):	 35.00	35.00
Optode gradients (mm):	 -	-
DPF:	6.00	6.00

Device id:	16165
# Receivers:	2
# Light sources:	16
# ADC:	1

Light source wavelengths:
device	index	wavelength
1	1	850	nm
1	2	760	nm
1	3	850	nm
1	4	760	nm
1	5	850	nm
1	6	760	nm
1	7	850	nm
1	8	760	nm
1	9	850	nm
1	10	760	nm
1	11	850	nm
1	12	760	nm
1	13	850	nm
1	14	760	nm
1	15	850	nm
1	16	760	nm

Export sample rate:	50.00	Hz
Selected time span:	0	574.700
Selected time span (sample numbers):	0	28735


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (trial4)
3	Rx1-Tx1 HHb (trial4)
4	Rx1-Tx2 O2Hb (trial4)
5	Rx1-Tx2 HHb (trial4)
6	Rx1-Tx3 O2Hb (trial4)
7	Rx1-Tx3 HHb (trial4)
8	Rx1-Tx4 O2Hb (trial4)
9	Rx1-Tx4 HHb (trial4)
10	Rx2-Tx5 O2Hb (trial4)
11	Rx2-Tx5 HHb (trial4)
12	Rx2-Tx6 O2Hb (trial4)
13	Rx2-Tx6 HHb (trial4)
14	Rx2-Tx7 O2Hb (trial4)
15	Rx2-Tx7 HHb (trial4)
16	Rx2-Tx8 O2Hb (trial4)
17	Rx2-Tx8 HHb (trial4)
18	(Event)


1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
 16143	-0.5832	-0.6693	-0.0004	 0.0000	 1.5749	 0.2513	-0.6823	-0.4626	 0.2270	-0.3955	15.4078	-22.7290	 1.6260	 0.5242	 0.2527	-0.4332	
 16144	-0.7604	-0.6048	-0.0004	 0.0000	 1.6030	 0.2553	-0.6269	-0.4685	 0.2896	-0.3969	12.2084	-18.0095	 1.6613	 0.5327	 0.2944	-0.4342	
 16145	-0.7604	-0.6048	-0.0004	 0.0000	 1.6030	 0.2553	-0.6397	-0.4497	 0.3513	-0.4123	12.2084	-18.0095	 1.7030	 0.5317	 0.3289	-0.4396	
 16146	-0.5832	-0.6693	-0.0004	 0.0000	 1.6439	 0.2404	-0.5980	-0.4506	 0.3658	-0.4034	12.2084	-18.0095	 1.7311	 0.5357	 0.3433	-0.4307	
 16147	-0.5512	-0.7165	-0.0004	 0.0000	 1.6984	 0.2206	-0.5980	-0.4506	 0.3875	-0.3899	12.2084	-18.0095	 1.7456	 0.5447	 0.3506	-0.4262	
 16148	-0.5832	-0.6693	-0.0004	 0.0000	 1.6920	 0.2300	-0.5980	-0.4506	 0.4083	-0.3904	12.2084	-18.0095	 1.7665	 0.5442	 0.3578	-0.4217	
 16149	-0.5832	-0.6693	-0.0004	 0.0000	 1.7201	 0.2340	-0.5298	-0.4754	 0.4164	-0.3720	 7.7037	-11.3645	 1.8009	 0.5387	 0.3787	-0.4222	
 16150	-0.5512	-0.7165	-0.0004	 0.0000	 1.7201	 0.2340	-0.5298	-0.4754	 0.4100	-0.3626	 7.7037	-11.3645	 1.8082	 0.5432	 0.3787	-0.4222	
 16151	-0.4196	-0.7289	-0.0004	 0.0000	 1.7546	 0.2286	-0.4753	-0.4953	 0.3683	-0.3616	12.2084	-18.0095	 1.8082	 0.5432	 0.3514	-0.4123	
 16152	-0.2561	-0.7884	-0.0004	 0.0000	 1.7546	 0.2286	-0.4753	-0.4953	 0.3892	-0.3621	-0.0004	 0.0000	 1.8218	 0.5382	 0.3650	-0.4173	
 16153	-0.2945	-0.7318	-0.0004	 0.0000	 1.7955	 0.2137	-0.4753	-0.4953	 0.3892	-0.3621	 7.7037	-11.3645	 1.8290	 0.5427	 0.3787	-0.4222	
 16154	-0.1173	-0.7963	-0.0004	 0.0000	 1.7955	 0.2137	-0.4753	-0.4953	 0.3955	-0.3715	12.2084	-18.0095	 1.8290	 0.5427	 0.3650	-0.4173	
 16155	-0.2561	-0.7884	-0.0004	 0.0000	 1.8372	 0.2127	-0.4753	-0.4953	 0.3955	-0.3715	12.2084	-18.0095	 1.8363	 0.5472	 0.3650	-0.4173	
 16156	-0.2561	-0.7884	-0.0004	 0.0000	 1.8781	 0.1978	-0.4753	-0.4953	 0.3811	-0.3805	15.4078	-22.7290	 1.8290	 0.5427	 0.3578	-0.4217	
 16157	-0.2945	-0.7318	-0.0004	 0.0000	 1.8998	 0.2113	-0.4200	-0.5012	 0.4083	-0.3904	15.4078	-22.7290	 1.8226	 0.5522	 0.3642	-0.4312	
 16158	-0.2945	-0.7318	-0.0004	 0.0000	 1.8998	 0.2113	-0.4200	-0.5012	 0.4228	-0.3815	 7.7037	-11.3645	 1.8363	 0.5472	 0.3578	-0.4217	
 16159	-0.2945	-0.7318	-0.0004	 0.0000	 1.8589	 0.2261	-0.4200	-0.5012	 0.4083	-0.3904	12.2084	-18.0095	 1.8290	 0.5427	 0.3506	-0.4262	
 16160	-0.4196	-0.7289	-0.0004	 0.0000	 1.8372	 0.2127	-0.4753	-0.4953	 0.3955	-0.3715	 7.7037	-11.3645	 1.8290	 0.5427	 0.3506	-0.4262	
 16161	-0.2561	-0.7884	-0.0004	 0.0000	 1.8244	 0.2316	-0.4753	-0.4953	 0.3811	-0.3805	12.2084	-18.0095	 1.8218	 0.5382	 0.3433	-0.4307	
 16162	-0.2561	-0.7884	-0.0004	 0.0000	 1.8244	 0.2316	-0.5171	-0.4943	 0.3466	-0.3750	12.2084	-18.0095	 1.8146	 0.5338	 0.3297	-0.4257	
 16163	-0.2561	-0.7884	-0.0004	 0.0000	 1.7827	 0.2326	-0.5852	-0.4695	 0.3049	-0.3741	12.2084	-18.0095	 1.7937	 0.5343	 0.3225	-0.4302	
 16164	-0.2561	-0.7884	-0.0004	 0.0000	 1.7546	 0.2286	-0.6269	-0.4685	 0.3049	-0.3741	15.4078	-22.7290	 1.7865	 0.5298	 0.3153	-0.4347	
 16165	-0.2945	-0.7318	-0.0004	 0.0000	 1.7955	 0.2137	-0.6269	-0.4685	 0.3321	-0.3840	12.2084	-18.0095	 1.7793	 0.5253	 0.3153	-0.4347	
 16166	-0.2945	-0.7318	-0.0004	 0.0000	 1.7546	 0.2286	-0.6823	-0.4626	 0.3049	-0.3741	12.2084	-18.0095	 1.7584	 0.5258	 0.3080	-0.4392	
 16167	-0.4196	-0.7289	-0.0004	 0.0000	 1.6792	 0.2489	-0.7112	-0.4805	 0.3113	-0.3835	12.2084	-18.0095	 1.7375	 0.5263	 0.2808	-0.4292	
 16168	-0.5512	-0.7165	-0.0004	 0.0000	 1.6920	 0.2300	-0.6920	-0.5088	 0.3241	-0.4024	12.2084	-18.0095	 1.7231	 0.5173	 0.2599	-0.4288	
 16169	-0.6644	-0.7464	-0.0004	 0.0000	 1.6158	 0.2364	-0.8019	-0.4830	 0.2896	-0.3969	12.2084	-18.0095	 1.7158	 0.5128	 0.2390	-0.4283	
 16170	-0.6644	-0.7464	-0.0004	 0.0000	 1.5749	 0.2513	-0.7891	-0.5019	 0.2607	-0.4148	17.8841	-26.3819	 1.6877	 0.5088	 0.2246	-0.4372	
 16171	-0.6964	-0.6992	-0.0004	 0.0000	 1.5749	 0.2513	-0.7891	-0.5019	 0.2462	-0.4238	17.8841	-26.3819	 1.6669	 0.5093	 0.2109	-0.4323	
 16172	-0.6964	-0.6992	-0.0004	 0.0000	 1.5941	 0.2230	-0.7763	-0.5208	 0.2462	-0.4238	15.4078	-22.7290	 1.6596	 0.5049	 0.2037	-0.4367	
 16173	-0.6964	-0.6992	-0.0004	 0.0000	 1.5941	 0.2230	-0.7763	-0.5208	 0.1844	-0.4084	15.4078	-22.7290	 1.6388	 0.5053	 0.1965	-0.4412	
 16174	-0.6964	-0.6992	-0.0004	 0.0000	 1.6005	 0.2136	-0.8316	-0.5149	 0.1700	-0.4174	15.4078	-22.7290	 1.6179	 0.5058	 0.1893	-0.4457	
 16175	-0.8280	-0.6868	-0.0004	 0.0000	 1.5724	 0.2096	-0.8188	-0.5337	 0.1619	-0.4358	12.2084	-18.0095	 1.6035	 0.4969	 0.1748	-0.4546	
 16176	-0.9915	-0.6273	-0.0004	 0.0000	 1.5379	 0.2150	-0.8606	-0.5328	 0.1619	-0.4358	 7.7037	-11.3645	 1.5826	 0.4974	 0.1748	-0.4546	
 16177	-0.8600	-0.6396	-0.0004	 0.0000	 1.5507	 0.1961	-0.8478	-0.5517	 0.1410	-0.4353	 7.7037	-11.3645	 1.5818	 0.4834	 0.1539	-0.4542	
 16178	-0.8280	-0.6868	-0.0004	 0.0000	 1.5026	 0.2066	-0.9031	-0.5457	 0.1194	-0.4487	 7.7037	-11.3645	 1.5473	 0.4889	 0.1258	-0.4581	
 16179	-0.8280	-0.6868	-0.0004	 0.0000	 1.4745	 0.2026	-0.8967	-0.5552	 0.1113	-0.4671	12.2084	-18.0095	 1.5192	 0.4849	 0.1050	-0.4577	
 16180	-0.6964	-0.6992	-0.0004	 0.0000	 1.4745	 0.2026	-0.9512	-0.5353	 0.0632	-0.4567	12.2084	-18.0095	 1.4911	 0.4809	 0.0905	-0.4666	
 16181	-0.6964	-0.6992	-0.0004	 0.0000	 1.4528	 0.1891	-0.9256	-0.5731	 0.0351	-0.4607	12.2084	-18.0095	 1.4630	 0.4769	 0.0624	-0.4706	
 16182	-0.6644	-0.7464	-0.0004	 0.0000	 1.4183	 0.1946	-0.9674	-0.5721	 0.0142	-0.4602	12.2084	-18.0095	 1.4485	 0.4680	 0.0416	-0.4701	
 16183	-0.6324	-0.7936	-0.0004	 0.0000	 1.3557	 0.1960	-0.9674	-0.5721	 0.0351	-0.4607	 7.7037	-11.3645	 1.4413	 0.4635	 0.0488	-0.4656	
 16184	-0.6324	-0.7936	-0.0004	 0.0000	 1.3276	 0.1920	-1.0355	-0.5473	 0.0223	-0.4418	12.2084	-18.0095	 1.4349	 0.4729	 0.0760	-0.4756	
 16185	-0.6324	-0.7936	-0.0004	 0.0000	 1.3149	 0.2109	-0.9930	-0.5343	 0.0648	-0.4289	-0.0004	 0.0000	 1.4702	 0.4814	 0.0913	-0.4527	
 16186	-0.7960	-0.7340	-0.0004	 0.0000	 1.3085	 0.2204	-0.9704	-0.5070	 0.1066	-0.4298	-0.0004	 0.0000	 1.5056	 0.4899	 0.1403	-0.4492	
 16187	-0.8280	-0.6868	-0.0004	 0.0000	 1.3710	 0.2189	-0.8444	-0.4960	 0.1491	-0.4169	 7.7037	-11.3645	 1.5481	 0.5028	 0.1820	-0.4502	
 16188	-0.6964	-0.6992	-0.0004	 0.0000	 1.4745	 0.2026	-0.7048	-0.4899	 0.1844	-0.4084	-0.0004	 0.0000	 1.5971	 0.5063	 0.2173	-0.4417	
 16189	-0.7284	-0.6520	-0.0004	 0.0000	 1.5379	 0.2150	-0.6141	-0.4874	 0.2053	-0.4089	 7.7037	-11.3645	 1.6460	 0.5098	 0.2518	-0.4471	
 16190	-0.5832	-0.6693	-0.0004	 0.0000	 1.6005	 0.2136	-0.5171	-0.4943	 0.2751	-0.4059	-0.0004	 0.0000	 1.6950	 0.5133	 0.2799	-0.4432	
 16191	-0.5832	-0.6693	-0.0004	 0.0000	 1.6414	 0.1987	-0.4200	-0.5012	 0.3241	-0.4024	-0.0004	 0.0000	 1.7167	 0.5268	 0.3080	-0.4392	
 16192	-0.7284	-0.6520	-0.0004	 0.0000	 1.6414	 0.1987	-0.4753	-0.4953	 0.3385	-0.3934	-0.0004	 0.0000	 1.7384	 0.5402	 0.3225	-0.4302	
 16193	-0.8600	-0.6396	-0.0004	 0.0000	 1.6005	 0.2136	-0.5171	-0.4943	 0.3594	-0.3939	-0.0004	 0.0000	 1.7729	 0.5347	 0.3433	-0.4307	
 16194	-0.7284	-0.6520	-0.0004	 0.0000	 1.6222	 0.2270	-0.5171	-0.4943	 0.3594	-0.3939	-0.0004	 0.0000	 1.7873	 0.5437	 0.3642	-0.4312	
 16195	-0.5512	-0.7165	-0.0004	 0.0000	 1.6567	 0.2216	-0.4753	-0.4953	 0.3594	-0.3939	 7.7037	-11.3645	 1.8082	 0.5432	 0.3642	-0.4312	
 16196	-0.3876	-0.7761	-0.0004	 0.0000	 1.6984	 0.2206	-0.4881	-0.4764	 0.3658	-0.4034	 7.7037	-11.3645	 1.8082	 0.5432	 0.3570	-0.4357	
 16197	-0.3876	-0.7761	-0.0004	 0.0000	 1.6792	 0.2489	-0.4881	-0.4764	 0.3658	-0.4034	 7.7037	-11.3645	 1.8218	 0.5382	 0.3433	-0.4307	
 16198	-0.3876	-0.7761	-0.0004	 0.0000	 1.6247	 0.2687	-0.5009	-0.4575	 0.3594	-0.3939	 7.7037	-11.3645	 1.8218	 0.5382	 0.3433	-0.4307	
 16199	-0.3876	-0.7761	-0.0004	 0.0000	 1.6247	 0.2687	-0.5426	-0.4566	 0.3875	-0.3899	-0.0004	 0.0000	 1.8154	 0.5477	 0.3570	-0.4357	
 16200	-0.5192	-0.7637	-0.0004	 0.0000	 1.5966	 0.2648	-0.5980	-0.4506	 0.3402	-0.3656	-0.0004	 0.0000	 1.8290	 0.5427	 0.3570	-0.4357	
 16201	-0.5192	-0.7637	-0.0004	 0.0000	 1.6030	 0.2553	-0.5852	-0.4695	 0.3683	-0.3616	-0.0004	 0.0000	 1.8363	 0.5472	 0.3778	-0.4361	
 16202	-0.5192	-0.7637	-0.0004	 0.0000	 1.6030	 0.2553	-0.5852	-0.4695	 0.3683	-0.3616	-0.0004	 0.0000	 1.8499	 0.5422	 0.3642	-0.4312	
 16203	-0.5512	-0.7165	-0.0004	 0.0000	 1.6439	 0.2404	-0.5852	-0.4695	 0.3811	-0.3805	 7.7037	-11.3645	 1.8363	 0.5472	 0.3506	-0.4262	
 16204	-0.5512	-0.7165	-0.0004	 0.0000	 1.6920	 0.2300	-0.5852	-0.4695	 0.3402	-0.3656	 7.7037	-11.3645	 1.8427	 0.5378	 0.3433	-0.4307	
 16205	-0.7284	-0.6520	-0.0004	 0.0000	 1.6920	 0.2300	-0.5852	-0.4695	 0.3594	-0.3939	12.2084	-18.0095	 1.8427	 0.5378	 0.3225	-0.4302	
 16206	-0.8600	-0.6396	-0.0004	 0.0000	 1.6920	 0.2300	-0.6269	-0.4685	 0.3466	-0.3750	-0.0004	 0.0000	 1.8354	 0.5333	 0.3361	-0.4352	
 16207	-0.8280	-0.6868	-0.0004	 0.0000	 1.6920	 0.2300	-0.6141	-0.4874	 0.3321	-0.3840	-0.0004	 0.0000	 1.8218	 0.5382	 0.3289	-0.4396	
 16208	-0.8280	-0.6868	-0.0004	 0.0000	 1.6439	 0.2404	-0.6823	-0.4626	 0.3241	-0.4024	-0.0004	 0.0000	 1.8146	 0.5338	 0.3153	-0.4347	
 16209	-0.9595	-0.6745	-0.0004	 0.0000	 1.5749	 0.2513	-0.7730	-0.4651	 0.3241	-0.4024	 7.7037	-11.3645	 1.7937	 0.5343	 0.3080	-0.4392	
 16210	-0.6644	-0.7464	-0.0004	 0.0000	 1.6158	 0.2364	-0.7048	-0.4899	 0.2896	-0.3969	12.2084	-18.0095	 1.7865	 0.5298	 0.3008	-0.4436	
 16211	-0.6644	-0.7464	-0.0004	 0.0000	 1.5941	 0.2230	-0.7602	-0.4840	 0.2751	-0.4059	12.2084	-18.0095	 1.7656	 0.5303	 0.2936	-0.4481	
 16212	-0.8280	-0.6868	-0.0004	 0.0000	 1.5941	 0.2230	-0.7474	-0.5029	 0.2879	-0.4248	12.2084	-18.0095	 1.7584	 0.5258	 0.2727	-0.4476	
 16213	-0.9595	-0.6745	-0.0004	 0.0000	 1.6005	 0.2136	-0.7346	-0.5218	 0.2734	-0.4337	12.2084	-18.0095	 1.7439	 0.5168	 0.2518	-0.4471	
 16214	-0.9276	-0.7217	-0.0004	 0.0000	 1.5724	 0.2096	-0.7763	-0.5208	 0.2526	-0.4332	 7.7037	-11.3645	 1.7231	 0.5173	 0.2310	-0.4467	
 16215	-0.7640	-0.7812	-0.0004	 0.0000	 1.5788	 0.2001	-0.7763	-0.5208	 0.2117	-0.4184	12.2084	-18.0095	 1.7022	 0.5178	 0.2101	-0.4462	
 16216	-0.9276	-0.7217	-0.0004	 0.0000	 1.5507	 0.1961	-0.8316	-0.5149	 0.2245	-0.4372	 7.7037	-11.3645	 1.6950	 0.5133	 0.2165	-0.4556	
 16217	-0.9276	-0.7217	-0.0004	 0.0000	 1.5026	 0.2066	-0.8606	-0.5328	 0.2036	-0.4367	 7.7037	-11.3645	 1.6941	 0.4994	 0.1893	-0.4457	
 16218	-0.9276	-0.7217	-0.0004	 0.0000	 1.4745	 0.2026	-0.9287	-0.5080	 0.1956	-0.4551	 7.7037	-11.3645	 1.6596	 0.5049	 0.1820	-0.4502	
 16219	-0.7960	-0.7340	-0.0004	 0.0000	 1.5154	 0.1877	-0.8606	-0.5328	 0.1683	-0.4452	12.2084	-18.0095	 1.6388	 0.5053	 0.1748	-0.4546	
 16220	-0.7960	-0.7340	-0.0004	 0.0000	 1.4745	 0.2026	-0.8478	-0.5517	 0.1474	-0.4447	12.2084	-18.0095	 1.6243	 0.4964	 0.1539	-0.4542	
 16221	-0.8280	-0.6868	-0.0004	 0.0000	 1.4745	 0.2026	-0.7804	-0.5904	 0.1194	-0.4487	12.2084	-18.0095	 1.5962	 0.4924	 0.1395	-0.4631	
 16222	-0.7960	-0.7340	-0.0004	 0.0000	 1.4809	 0.1931	-0.7741	-0.5998	 0.1194	-0.4487	 7.7037	-11.3645	 1.5818	 0.4834	 0.1258	-0.4581	
 16223	-0.9595	-0.6745	-0.0004	 0.0000	 1.4183	 0.1946	-0.8158	-0.5988	 0.0921	-0.4388	 7.7037	-11.3645	 1.5609	 0.4839	 0.1050	-0.4577	
 16224	-0.9595	-0.6745	-0.0004	 0.0000	 1.3902	 0.1906	-0.8711	-0.5929	 0.0568	-0.4473	 7.7037	-11.3645	 1.5328	 0.4799	 0.0905	-0.4666	
 16225	-1.0591	-0.7093	-0.0004	 0.0000	 1.3340	 0.1826	-1.0227	-0.5662	 0.0223	-0.4418	 7.7037	-11.3645	 1.5047	 0.4759	 0.0696	-0.4661	
 16226	-0.8956	-0.7689	-0.0004	 0.0000	 1.3340	 0.1826	-1.0227	-0.5662	 0.0078	-0.4508	-0.0004	 0.0000	 1.4903	 0.4670	 0.0624	-0.4706	
 16227	-1.0591	-0.7093	-0.0004	 0.0000	 1.2923	 0.1836	-1.1190	-0.5453	-0.0067	-0.4597	 7.7037	-11.3645	 1.4622	 0.4630	 0.0279	-0.4652	
 16228	-0.8956	-0.7689	-0.0004	 0.0000	 1.3468	 0.1637	-1.1190	-0.5453	-0.0147	-0.4781	 7.7037	-11.3645	 1.4341	 0.4590	-0.0002	-0.4692	
 16229	-1.0591	-0.7093	-0.0004	 0.0000	 1.2578	 0.1890	-1.1743	-0.5394	-0.0701	-0.4722	 7.7037	-11.3645	 1.4060	 0.4550	-0.0219	-0.4826	
 16230	-1.1843	-0.7064	-0.0004	 0.0000	 1.2297	 0.1850	-1.2160	-0.5384	-0.0909	-0.4717	 7.7037	-11.3645	 1.3779	 0.4510	-0.0363	-0.4915	
 16231	-1.1843	-0.7064	-0.0004	 0.0000	 1.1672	 0.1865	-1.1968	-0.5668	-0.0909	-0.4717	-0.0004	 0.0000	 1.3498	 0.4470	-0.0636	-0.4816	
 16232	-1.0591	-0.7093	-0.0004	 0.0000	 1.1863	 0.1582	-1.1968	-0.5668	-0.0781	-0.4906	-0.0004	 0.0000	 1.3353	 0.4381	-0.0708	-0.4861	
 16233	-1.0207	-0.7660	-0.0004	 0.0000	 1.1519	 0.1636	-1.1295	-0.6055	-0.1054	-0.4807	-0.0004	 0.0000	 1.3353	 0.4381	-0.0717	-0.5000	
 16234	-0.8572	-0.8255	-0.0004	 0.0000	 1.1647	 0.1447	-1.0870	-0.5925	-0.0990	-0.4901	 7.7037	-11.3645	 1.3353	 0.4381	-0.0436	-0.4960	
 16235	-0.8956	-0.7689	-0.0004	 0.0000	 1.1927	 0.1487	-1.0099	-0.5850	-0.0637	-0.4816	 7.7037	-11.3645	 1.3570	 0.4515	-0.0155	-0.4920	
 16236	-0.9276	-0.7217	-0.0004	 0.0000	 1.2553	 0.1473	-0.9384	-0.5542	-0.0420	-0.4682	12.2084	-18.0095	 1.3923	 0.4600	 0.0271	-0.4791	
 16237	-0.9276	-0.7217	-0.0004	 0.0000	 1.2770	 0.1607	-0.9159	-0.5268	 0.0142	-0.4602	 7.7037	-11.3645	 1.4485	 0.4680	 0.0760	-0.4756	
 16238	-1.0591	-0.7093	-0.0004	 0.0000	 1.2987	 0.1741	-0.8316	-0.5149	 0.0568	-0.4473	 7.7037	-11.3645	 1.4911	 0.4809	 0.1250	-0.4721	
 16239	-0.9276	-0.7217	-0.0004	 0.0000	 1.3340	 0.1826	-0.8147	-0.4642	 0.0921	-0.4388	-0.0004	 0.0000	 1.5336	 0.4938	 0.1667	-0.4730	
 16240	-0.8956	-0.7689	-0.0004	 0.0000	 1.3685	 0.1772	-0.7730	-0.4651	 0.0921	-0.4388	 7.7037	-11.3645	 1.5690	 0.5023	 0.1812	-0.4641	
 16241	-0.8956	-0.7689	-0.0004	 0.0000	 1.3966	 0.1812	-0.7730	-0.4651	 0.0648	-0.4289	12.2084	-18.0095	 1.5971	 0.5063	 0.1748	-0.4546	
 16242	-0.7640	-0.7812	-0.0004	 0.0000	 1.4592	 0.1797	-0.7112	-0.4805	 0.0793	-0.4199	 7.7037	-11.3645	 1.6388	 0.5053	 0.2093	-0.4601	
 16243	-0.7640	-0.7812	-0.0004	 0.0000	 1.4809	 0.1931	-0.6823	-0.4626	 0.1066	-0.4298	12.2084	-18.0095	 1.6669	 0.5093	 0.2165	-0.4556	
 16244	-0.4872	-0.8109	-0.0004	 0.0000	 1.5980	 0.1718	-0.5724	-0.4884	 0.1002	-0.4204	15.4078	-22.7290	 1.6877	 0.5088	 0.2165	-0.4556	
 16245	-0.6644	-0.7464	-0.0004	 0.0000	 1.5916	 0.1813	-0.5852	-0.4695	 0.1346	-0.4258	12.2084	-18.0095	 1.6950	 0.5133	 0.2374	-0.4561	
 16246	-0.6644	-0.7464	-0.0004	 0.0000	 1.5788	 0.2001	-0.5724	-0.4884	 0.1491	-0.4169	12.2084	-18.0095	 1.7158	 0.5128	 0.2510	-0.4611	
 16247	-0.6644	-0.7464	-0.0004	 0.0000	 1.5788	 0.2001	-0.5724	-0.4884	 0.1764	-0.4268	12.2084	-18.0095	 1.7158	 0.5128	 0.2510	-0.4611	
 16248	-0.7960	-0.7340	-0.0004	 0.0000	 1.5916	 0.1813	-0.6013	-0.5063	 0.2245	-0.4372	 7.7037	-11.3645	 1.7367	 0.5124	 0.2510	-0.4611	
 16249	-0.7960	-0.7340	-0.0004	 0.0000	 1.5788	 0.2001	-0.5885	-0.5252	 0.1972	-0.4273	 7.7037	-11.3645	 1.7367	 0.5124	 0.2574	-0.4705	
 16250	-0.7640	-0.7812	-0.0004	 0.0000	 1.5788	 0.2001	-0.5885	-0.5252	 0.1972	-0.4273	 7.7037	-11.3645	 1.7367	 0.5124	 0.2574	-0.4705	
 16251	-0.7960	-0.7340	-0.0004	 0.0000	 1.6133	 0.1947	-0.5885	-0.5252	 0.1972	-0.4273	 7.7037	-11.3645	 1.7367	 0.5124	 0.2574	-0.4705	
 16252	-0.7960	-0.7340	-0.0004	 0.0000	 1.6133	 0.1947	-0.6013	-0.5063	 0.1972	-0.4273	12.2084	-18.0095	 1.7367	 0.5124	 0.2438	-0.4655	
 16253	-0.9276	-0.7217	-0.0004	 0.0000	 1.6133	 0.1947	-0.6695	-0.4815	 0.1972	-0.4273	12.2084	-18.0095	 1.7367	 0.5124	 0.2438	-0.4655	
 16254	-0.9276	-0.7217	-0.0004	 0.0000	 1.6133	 0.1947	-0.6567	-0.5004	 0.2117	-0.4184	 7.7037	-11.3645	 1.7367	 0.5124	 0.2438	-0.4655	
 16255	-1.0591	-0.7093	-0.0004	 0.0000	 1.5916	 0.1813	-0.7048	-0.4899	 0.2117	-0.4184	 7.7037	-11.3645	 1.7431	 0.5029	 0.2301	-0.4606	
 16256	-1.0591	-0.7093	-0.0004	 0.0000	 1.5507	 0.1961	-0.6920	-0.5088	 0.2117	-0.4184	 7.7037	-11.3645	 1.7295	 0.5079	 0.2301	-0.4606	
 16257	-1.0591	-0.7093	-0.0004	 0.0000	 1.5507	 0.1961	-0.7474	-0.5029	 0.1972	-0.4273	 7.7037	-11.3645	 1.7222	 0.5034	 0.2165	-0.4556	
 16258	-1.0591	-0.7093	-0.0004	 0.0000	 1.5571	 0.1867	-0.7218	-0.5406	 0.1892	-0.4457	12.2084	-18.0095	 1.6877	 0.5088	 0.2020	-0.4646	
 16259	-1.0911	-0.6621	-0.0004	 0.0000	 1.5980	 0.1718	-0.6536	-0.5655	 0.1410	-0.4353	12.2084	-18.0095	 1.6805	 0.5044	 0.1812	-0.4641	
 16260	-0.9595	-0.6745	-0.0004	 0.0000	 1.5916	 0.1813	-0.6536	-0.5655	 0.1474	-0.4447	12.2084	-18.0095	 1.6733	 0.4999	 0.1676	-0.4591	
 16261	-1.1231	-0.6149	-0.0004	 0.0000	 1.5916	 0.1813	-0.6408	-0.5843	 0.1194	-0.4487	 7.7037	-11.3645	 1.6524	 0.5004	 0.1531	-0.4681	
 16262	-1.0911	-0.6621	-0.0004	 0.0000	 1.5571	 0.1867	-0.6962	-0.5784	 0.1194	-0.4487	-0.0004	 0.0000	 1.6452	 0.4959	 0.1395	-0.4631	
 16263	-1.2227	-0.6498	-0.0004	 0.0000	 1.4745	 0.2026	-0.8606	-0.5328	 0.0840	-0.4572	 7.7037	-11.3645	 1.6307	 0.4869	 0.1186	-0.4626	
 16264	-1.2227	-0.6498	-0.0004	 0.0000	 1.4400	 0.2080	-0.8478	-0.5517	 0.0904	-0.4666	 7.7037	-11.3645	 1.6099	 0.4874	 0.1114	-0.4671	
 16265	-1.0591	-0.7093	-0.0004	 0.0000	 1.4336	 0.2175	-0.8606	-0.5328	 0.0415	-0.4701	15.4078	-22.7290	 1.5818	 0.4834	 0.1041	-0.4716	
 16266	-1.0207	-0.7660	-0.0004	 0.0000	 1.4336	 0.2175	-0.8478	-0.5517	 0.0206	-0.4696	15.4078	-22.7290	 1.5609	 0.4839	 0.0833	-0.4711	
 16267	-1.0591	-0.7093	-0.0004	 0.0000	 1.4617	 0.2214	-0.8606	-0.5328	-0.0147	-0.4781	15.4078	-22.7290	 1.5400	 0.4844	 0.0760	-0.4756	
 16268	-1.0207	-0.7660	-0.0004	 0.0000	 1.4208	 0.2363	-0.8478	-0.5517	-0.0292	-0.4871	17.8841	-26.3819	 1.5328	 0.4799	 0.0552	-0.4751	
 16269	-1.1523	-0.7536	-0.0004	 0.0000	 1.3991	 0.2229	-0.8478	-0.5517	-0.0973	-0.4623	17.8841	-26.3819	 1.5183	 0.4710	 0.0544	-0.4890	
 16270	-1.3159	-0.6941	-0.0004	 0.0000	 1.3774	 0.2095	-0.9031	-0.5457	-0.0973	-0.4623	15.4078	-22.7290	 1.4975	 0.4715	 0.0471	-0.4935	
 16271	-1.3159	-0.6941	-0.0004	 0.0000	 1.3557	 0.1960	-0.9512	-0.5353	-0.0909	-0.4717	12.2084	-18.0095	 1.4903	 0.4670	 0.0335	-0.4885	
 16272	-1.1843	-0.7064	-0.0004	 0.0000	 1.3685	 0.1772	-0.9802	-0.5532	-0.1054	-0.4807	12.2084	-18.0095	 1.4758	 0.4580	 0.0327	-0.5024	
