trial6,1,1,1,103,3503,6272,238.095 462 306 192.87 671 349 217.243 641 521 187.765 812 554 214.568 602 456 ,Click1,0,666,341,7070,NA
trial6,1,1,1,103,3503,6272,238.095 462 306 192.87 671 349 217.243 641 521 187.765 812 554 214.568 602 456 ,Click1,1,600,441,7561,NA
trial6,1,1,1,103,3503,6272,238.095 462 306 192.87 671 349 217.243 641 521 187.765 812 554 214.568 602 456 ,Click1,2,638,497,7994,NA
trial6,1,1,1,103,3503,6272,238.095 462 306 192.87 671 349 217.243 641 521 187.765 812 554 214.568 602 456 ,Click1,3,820,545,8654,NA
trial6,1,1,1,103,3503,6272,238.095 462 306 192.87 671 349 217.243 641 521 187.765 812 554 214.568 602 456 ,Click1,4,441,271,9493,NA
trial6,1,1,1,103,3503,6272,238.095 462 306 192.87 671 349 217.243 641 521 187.765 812 554 214.568 602 456 ,Summary,NA,NA,NA,9509,0.21
trial6,1,1,2,243,10061,14002,359.465 720 230 104.066 449 423 326.713 628 278 296.765 686 340 -9.89982 704 336 ,Click1,0,626,265,14991,NA
trial6,1,1,2,243,10061,14002,359.465 720 230 104.066 449 423 326.713 628 278 296.765 686 340 -9.89982 704 336 ,Click1,1,687,325,15586,NA
trial6,1,1,2,243,10061,14002,359.465 720 230 104.066 449 423 326.713 628 278 296.765 686 340 -9.89982 704 336 ,Click1,2,714,323,15925,NA
trial6,1,1,2,243,10061,14002,359.465 720 230 104.066 449 423 326.713 628 278 296.765 686 340 -9.89982 704 336 ,Click1,3,734,235,16373,NA
trial6,1,1,2,243,10061,14002,359.465 720 230 104.066 449 423 326.713 628 278 296.765 686 340 -9.89982 704 336 ,Click1,4,463,435,16930,NA
trial6,1,1,2,243,10061,14002,359.465 720 230 104.066 449 423 326.713 628 278 296.765 686 340 -9.89982 704 336 ,Summary,NA,NA,NA,16952,0.16
trial6,1,1,3,345,17492,20117,80.0784 828 434 363.853 609 491 44.3896 844 304 101.386 717 353 147.509 881 341 ,Click1,0,753,371,21027,NA
trial6,1,1,3,345,17492,20117,80.0784 828 434 363.853 609 491 44.3896 844 304 101.386 717 353 147.509 881 341 ,Click1,1,851,311,21650,NA
trial6,1,1,3,345,17492,20117,80.0784 828 434 363.853 609 491 44.3896 844 304 101.386 717 353 147.509 881 341 ,Click1,2,893,332,22012,NA
trial6,1,1,3,345,17492,20117,80.0784 828 434 363.853 609 491 44.3896 844 304 101.386 717 353 147.509 881 341 ,Click1,3,828,403,22422,NA
trial6,1,1,3,345,17492,20117,80.0784 828 434 363.853 609 491 44.3896 844 304 101.386 717 353 147.509 881 341 ,Click1,4,591,461,23039,NA
trial6,1,1,3,345,17492,20117,80.0784 828 434 363.853 609 491 44.3896 844 304 101.386 717 353 147.509 881 341 ,Summary,NA,NA,NA,23051,0.26
trial6,2,3,4,430,24039,26292,251.654 850 468 347.732 825 463 114.495 815 302 32.8522 460 327 185.299 686 433 ,Click2,1,5,2,27426,0
trial6,2,3,4,430,24039,26292,251.654 850 468 347.732 825 463 114.495 815 302 32.8522 460 327 185.299 686 433 ,Click2,2,1,1,29530,1
trial6,2,3,5,540,29531,32418,145.928 708 350 70.7138 762 246 36.628 445 345 248.511 594 424 186.177 403 445 ,Click2,1,2,1,34894,0
trial6,2,3,5,540,29531,32418,145.928 708 350 70.7138 762 246 36.628 445 345 248.511 594 424 186.177 403 445 ,Click2,2,3,4,36100,0
trial6,2,3,6,650,36102,39000,159.24 449 470 89.601 815 526 109.001 506 360 48.3029 667 392 7.52707 676 482 ,Click2,1,3,3,40113,1
trial6,2,3,6,650,36102,39000,159.24 449 470 89.601 815 526 109.001 506 360 48.3029 667 392 7.52707 676 482 ,Click2,2,2,2,41201,1
trial6,3,5,7,789,42007,45976,355.781 684 495 202.804 498 336 288.642 622 512 349.899 499 231 148.845 865 233 ,ANGLE,5,865,233,121.155,100,47691,21.1552
trial6,3,5,8,851,47697,49404,323.036 838 457 36.2749 393 270 296.668 707 368 364.072 665 223 158.898 710 295 ,ANGLE,1,838,457,-53.0365,-68,51073,14.9635
trial6,3,5,9,996,51081,55054,136.149 735 405 342.155 684 497 213.831 662 421 368.828 807 529 21.9289 642 355 ,ANGLE,3,662,421,56.1687,65,57495,8.83131
trial6,4,1,10,1081,58593,60998,199.291 557 529 60.2593 870 486 184.12 475 286 68.0468 873 436 214.826 469 282 ,Click1,0,510,263,61862,NA
trial6,4,1,10,1081,58593,60998,199.291 557 529 60.2593 870 486 184.12 475 286 68.0468 873 436 214.826 469 282 ,Click1,1,468,333,62257,NA
trial6,4,1,10,1081,58593,60998,199.291 557 529 60.2593 870 486 184.12 475 286 68.0468 873 436 214.826 469 282 ,Click1,2,596,536,62999,NA
trial6,4,1,10,1081,58593,60998,199.291 557 529 60.2593 870 486 184.12 475 286 68.0468 873 436 214.826 469 282 ,Click1,3,859,516,63638,NA
trial6,4,1,10,1081,58593,60998,199.291 557 529 60.2593 870 486 184.12 475 286 68.0468 873 436 214.826 469 282 ,Click1,4,883,455,64015,NA
trial6,4,1,10,1081,58593,60998,199.291 557 529 60.2593 870 486 184.12 475 286 68.0468 873 436 214.826 469 282 ,Summary,NA,NA,NA,64032,0.36
trial6,4,1,11,1183,64679,67648,27.861 490 322 231.967 745 252 76.9158 613 252 4.39615 572 244 172.097 888 464 ,Click1,0,573,253,68418,NA
trial6,4,1,11,1183,64679,67648,27.861 490 322 231.967 745 252 76.9158 613 252 4.39615 572 244 172.097 888 464 ,Click1,1,633,252,68799,NA
trial6,4,1,11,1183,64679,67648,27.861 490 322 231.967 745 252 76.9158 613 252 4.39615 572 244 172.097 888 464 ,Click1,2,740,258,69262,NA
trial6,4,1,11,1183,64679,67648,27.861 490 322 231.967 745 252 76.9158 613 252 4.39615 572 244 172.097 888 464 ,Click1,3,489,347,69815,NA
trial6,4,1,11,1183,64679,67648,27.861 490 322 231.967 745 252 76.9158 613 252 4.39615 572 244 172.097 888 464 ,Click1,4,789,507,70469,NA
trial6,4,1,11,1183,64679,67648,27.861 490 322 231.967 745 252 76.9158 613 252 4.39615 572 244 172.097 888 464 ,Summary,NA,NA,NA,70486,0.34
trial6,4,1,12,1302,71136,74283,308.652 725 375 146.44 469 381 96.2558 599 398 17.2174 555 453 175.753 586 531 ,Click1,0,471,379,75157,NA
trial6,4,1,12,1302,71136,74283,308.652 725 375 146.44 469 381 96.2558 599 398 17.2174 555 453 175.753 586 531 ,Click1,1,570,438,75863,NA
trial6,4,1,12,1302,71136,74283,308.652 725 375 146.44 469 381 96.2558 599 398 17.2174 555 453 175.753 586 531 ,Click1,2,604,409,76250,NA
trial6,4,1,12,1302,71136,74283,308.652 725 375 146.44 469 381 96.2558 599 398 17.2174 555 453 175.753 586 531 ,Click1,3,758,378,76782,NA
trial6,4,1,12,1302,71136,74283,308.652 725 375 146.44 469 381 96.2558 599 398 17.2174 555 453 175.753 586 531 ,Click1,4,606,524,77312,NA
trial6,4,1,12,1302,71136,74283,308.652 725 375 146.44 469 381 96.2558 599 398 17.2174 555 453 175.753 586 531 ,Summary,NA,NA,NA,77325,0.18
trial6,4,1,13,1428,77850,81151,167.843 624 243 98.5935 676 305 318.662 649 518 292.738 798 496 289.466 404 487 ,Click1,0,610,243,82037,NA
trial6,4,1,13,1428,77850,81151,167.843 624 243 98.5935 676 305 318.662 649 518 292.738 798 496 289.466 404 487 ,Click1,1,668,303,82434,NA
trial6,4,1,13,1428,77850,81151,167.843 624 243 98.5935 676 305 318.662 649 518 292.738 798 496 289.466 404 487 ,Click1,2,592,522,83043,NA
trial6,4,1,13,1428,77850,81151,167.843 624 243 98.5935 676 305 318.662 649 518 292.738 798 496 289.466 404 487 ,Click1,3,831,489,83720,NA
trial6,4,1,13,1428,77850,81151,167.843 624 243 98.5935 676 305 318.662 649 518 292.738 798 496 289.466 404 487 ,Click1,4,373,502,84491,NA
trial6,4,1,13,1428,77850,81151,167.843 624 243 98.5935 676 305 318.662 649 518 292.738 798 496 289.466 404 487 ,Summary,NA,NA,NA,84504,0.3
trial6,4,1,14,1504,85086,87094,40.0222 729 355 105.525 700 312 332.094 803 395 294.398 893 324 27.2272 517 422 ,Click1,0,683,282,87931,NA
trial6,4,1,14,1504,85086,87094,40.0222 729 355 105.525 700 312 332.094 803 395 294.398 893 324 27.2272 517 422 ,Click1,1,712,333,88315,NA
trial6,4,1,14,1504,85086,87094,40.0222 729 355 105.525 700 312 332.094 803 395 294.398 893 324 27.2272 517 422 ,Click1,2,790,387,88841,NA
trial6,4,1,14,1504,85086,87094,40.0222 729 355 105.525 700 312 332.094 803 395 294.398 893 324 27.2272 517 422 ,Click1,3,885,287,89371,NA
trial6,4,1,14,1504,85086,87094,40.0222 729 355 105.525 700 312 332.094 803 395 294.398 893 324 27.2272 517 422 ,Click1,4,473,417,90046,NA
trial6,4,1,14,1504,85086,87094,40.0222 729 355 105.525 700 312 332.094 803 395 294.398 893 324 27.2272 517 422 ,Summary,NA,NA,NA,90061,0.31
trial6,4,1,15,1600,90535,93040,150.235 824 407 111.921 638 547 68.8614 508 390 199.53 652 276 76.1095 556 340 ,Click1,0,522,386,93744,NA
trial6,4,1,15,1600,90535,93040,150.235 824 407 111.921 638 547 68.8614 508 390 199.53 652 276 76.1095 556 340 ,Click1,1,573,344,94155,NA
trial6,4,1,15,1600,90535,93040,150.235 824 407 111.921 638 547 68.8614 508 390 199.53 652 276 76.1095 556 340 ,Click1,2,660,256,94831,NA
trial6,4,1,15,1600,90535,93040,150.235 824 407 111.921 638 547 68.8614 508 390 199.53 652 276 76.1095 556 340 ,Click1,3,650,511,95368,NA
trial6,4,1,15,1600,90535,93040,150.235 824 407 111.921 638 547 68.8614 508 390 199.53 652 276 76.1095 556 340 ,Click1,4,877,372,95958,NA
trial6,4,1,15,1600,90535,93040,150.235 824 407 111.921 638 547 68.8614 508 390 199.53 652 276 76.1095 556 340 ,Summary,NA,NA,NA,95979,0.31
trial6,4,1,16,1716,96467,99629,46.412 803 554 279.087 700 326 349.567 719 536 195.459 347 218 350.735 713 524 ,Click1,0,717,340,100424,NA
trial6,4,1,16,1716,96467,99629,46.412 803 554 279.087 700 326 349.567 719 536 195.459 347 218 350.735 713 524 ,Click1,1,705,474,100969,NA
trial6,4,1,16,1716,96467,99629,46.412 803 554 279.087 700 326 349.567 719 536 195.459 347 218 350.735 713 524 ,Click1,2,751,497,101353,NA
trial6,4,1,16,1716,96467,99629,46.412 803 554 279.087 700 326 349.567 719 536 195.459 347 218 350.735 713 524 ,Click1,3,835,510,101755,NA
trial6,4,1,16,1716,96467,99629,46.412 803 554 279.087 700 326 349.567 719 536 195.459 347 218 350.735 713 524 ,Click1,4,384,221,102382,NA
trial6,4,1,16,1716,96467,99629,46.412 803 554 279.087 700 326 349.567 719 536 195.459 347 218 350.735 713 524 ,Summary,NA,NA,NA,102398,0.42
