trial4,1,1,1,61,2479,4086,121.747 450 410 340.048 595 540 160.685 648 554 39.8785 440 305 219.318 699 455 ,Click1,0,436,273,5036,NA
trial4,1,1,1,61,2479,4086,121.747 450 410 340.048 595 540 160.685 648 554 39.8785 440 305 219.318 699 455 ,Click1,1,458,427,5584,NA
trial4,1,1,1,61,2479,4086,121.747 450 410 340.048 595 540 160.685 648 554 39.8785 440 305 219.318 699 455 ,Click1,2,594,542,6358,NA
trial4,1,1,1,61,2479,4086,121.747 450 410 340.048 595 540 160.685 648 554 39.8785 440 305 219.318 699 455 ,Click1,3,662,503,6805,NA
trial4,1,1,1,61,2479,4086,121.747 450 410 340.048 595 540 160.685 648 554 39.8785 440 305 219.318 699 455 ,Click1,4,728,456,7172,NA
trial4,1,1,1,61,2479,4086,121.747 450 410 340.048 595 540 160.685 648 554 39.8785 440 305 219.318 699 455 ,Summary,NA,NA,NA,7184,0.27
trial4,1,1,2,227,7835,11834,101.119 540 285 188.94 858 345 345.325 532 348 41.4769 756 541 169.036 796 408 ,Click1,0,543,287,12527,NA
trial4,1,1,2,227,7835,11834,101.119 540 285 188.94 858 345 345.325 532 348 41.4769 756 541 169.036 796 408 ,Click1,1,544,362,12890,NA
trial4,1,1,2,227,7835,11834,101.119 540 285 188.94 858 345 345.325 532 348 41.4769 756 541 169.036 796 408 ,Click1,2,733,511,13549,NA
trial4,1,1,2,227,7835,11834,101.119 540 285 188.94 858 345 345.325 532 348 41.4769 756 541 169.036 796 408 ,Click1,3,781,374,14052,NA
trial4,1,1,2,227,7835,11834,101.119 540 285 188.94 858 345 345.325 532 348 41.4769 756 541 169.036 796 408 ,Click1,4,850,357,14382,NA
trial4,1,1,2,227,7835,11834,101.119 540 285 188.94 858 345 345.325 532 348 41.4769 756 541 169.036 796 408 ,Summary,NA,NA,NA,14394,0.22
trial4,1,1,3,317,14903,17065,306.852 528 409 75.21 728 258 206.314 681 402 259.519 742 415 164.691 588 451 ,Click1,0,581,470,17810,NA
trial4,1,1,3,317,14903,17065,306.852 528 409 75.21 728 258 206.314 681 402 259.519 742 415 164.691 588 451 ,Click1,1,689,417,18395,NA
