trial7,1,1,1,76,4057,5904,7.80143 752 302 39.9642 796 449 34.9486 486 332 34.8108 503 490 359.57 553 336 ,Click1,0,518,329,7121,NA
trial7,1,1,1,76,4057,5904,7.80143 752 302 39.9642 796 449 34.9486 486 332 34.8108 503 490 359.57 553 336 ,Click1,1,573,339,7592,NA
trial7,1,1,1,76,4057,5904,7.80143 752 302 39.9642 796 449 34.9486 486 332 34.8108 503 490 359.57 553 336 ,Click1,2,494,508,8120,NA
trial7,1,1,1,76,4057,5904,7.80143 752 302 39.9642 796 449 34.9486 486 332 34.8108 503 490 359.57 553 336 ,Click1,3,745,280,8909,NA
trial7,1,1,1,76,4057,5904,7.80143 752 302 39.9642 796 449 34.9486 486 332 34.8108 503 490 359.57 553 336 ,Click1,4,813,416,9392,NA
trial7,1,1,1,76,4057,5904,7.80143 752 302 39.9642 796 449 34.9486 486 332 34.8108 503 490 359.57 553 336 ,Summary,NA,NA,NA,9405,0.26
trial7,1,1,2,158,9899,11874,180.527 731 330 232.192 808 395 29.936 627 462 11.6416 680 568 239.75 477 415 ,Click1,0,490,384,12736,NA
trial7,1,1,2,158,9899,11874,180.527 731 330 232.192 808 395 29.936 627 462 11.6416 680 568 239.75 477 415 ,Click1,1,643,440,13442,NA
trial7,1,1,2,158,9899,11874,180.527 731 330 232.192 808 395 29.936 627 462 11.6416 680 568 239.75 477 415 ,Click1,2,695,554,13985,NA
trial7,1,1,2,158,9899,11874,180.527 731 330 232.192 808 395 29.936 627 462 11.6416 680 568 239.75 477 415 ,Click1,3,744,299,14501,NA
trial7,1,1,2,158,9899,11874,180.527 731 330 232.192 808 395 29.936 627 462 11.6416 680 568 239.75 477 415 ,Click1,4,852,406,15066,NA
trial7,1,1,2,158,9899,11874,180.527 731 330 232.192 808 395 29.936 627 462 11.6416 680 568 239.75 477 415 ,Summary,NA,NA,NA,15080,0.32
trial7,1,1,3,279,15617,18495,129.874 465 292 72.5579 594 354 212.525 819 527 197.105 720 389 36.8271 586 407 ,Click1,0,483,296,19314,NA
trial7,1,1,3,279,15617,18495,129.874 465 292 72.5579 594 354 212.525 819 527 197.105 720 389 36.8271 586 407 ,Click1,1,593,350,19822,NA
trial7,1,1,3,279,15617,18495,129.874 465 292 72.5579 594 354 212.525 819 527 197.105 720 389 36.8271 586 407 ,Click1,2,589,387,20216,NA
trial7,1,1,3,279,15617,18495,129.874 465 292 72.5579 594 354 212.525 819 527 197.105 720 389 36.8271 586 407 ,Click1,3,728,358,20717,NA
trial7,1,1,3,279,15617,18495,129.874 465 292 72.5579 594 354 212.525 819 527 197.105 720 389 36.8271 586 407 ,Click1,4,836,542,21278,NA
